product_id,product_name,nomenclature_1c,end_product,1c_code,cutting_format,cutting_format_1c,cutting_code_1c,cut_type,pallet,qt_per_parcel,specification,varnishing_type,varnishing_1,varnishing_2,varnishing_3,varnishing_4,varnishing_type_1c,varnishing_code_1c,sap_code,coil,ic_codes_for_coils,for_barcode
348,"0,17x922x868 BAO BLANK",M-922-868-170TH435S2828-BAO,OT70,UA0007177,"0,17x922x868 2,8/2,8 TH435",M-922-868-170TH435S2828-BAO BLANK,UA0007177,СКРОЛЛ,884х850,1500.0,,,,,,,,,40201053,C-954----170TH435S2828-BAO,UA0006309,0.17-922-868-TH435-S2828-BAO
349,OT070-ELQ7013A9A  BAO,OT070-ELQ7013A9A-07CK05-993DE-170TH580S2828-BAO-90300  ,OT70 G/C,UA0007302,"0,17x922x868 2,8/2,8 TH580",M-922-868-170TH580S2828-BAO  ,UA0006861,СКРОЛЛ,884х850,1500.0,70-3 A,G/C,PL1019-34,816361,,,L-922-868-170TH580S2828-BAO-07CK05,UA0007303,48015754,C-922----170TH580S2828- BAO   ,UA0006308,0.17-922-868-TH580-S2828-BAO
350,OT153-ELQ1542A3A BAO,OT153-ELQ1542A3A-20EB05-727LW-270TH435F5628-BAO-14400,OT153,UA0007320,"0,27x950x876 5,6/2,8 TH435 ",M-950-876-270TH435F5628-BAO,UA0006826,СКРОЛЛ,920х935,1100.0,153-1 A,W/G,PL1014-59,819059,816733,,L-950-876-270TH435F5628-BAO-20EB05,UA0006825,48004837,C-950----270TH435F5628-BAO,UA0006315,0.27-950-876-TH435-F5628-BAO
351,OT070-ELQ7022A5A HBI TH550,OT070-ELQ7022A5A-21ЕК05-993DE-170TH550F5628-HBI-90300   ,OT70 21EK05,UA0007313,"0,17x922x868 5,6/2,8 TH550",M-922-868-170TH550F5628-HBI  ,UA0007314,СКРОЛЛ,884х850,1500.0,70-6 E,W/C 21Е,PL1019-34,DE4488-3LV,DE5449-4,,L-922-868-170TH550F5628-HBI-21ЕК05  ,UA0007311,,C-922----170TH550F5628-HBI  ,UA0007308,0.17-922-868-TH550-F5628-HBI
352,"0,14x918x925 USK BLANK",T-918-925-140TS550S2828-USK BLANK,73/70x47 ,UA0007376,"0,14x918x925 2,8/2,8 TS550",T-918-925-140TS550S2828-USK BLANK,UA0007376,ПРЯМ,900x893,1500.0,,,,,,,,,,C-918----140TS550S2828-USK,UA0004365,0.14-918-925-TS550-S2828-USK
353,"OT99-921XQ 0,20 ALU/G 36608",OT099-921XQ-200TH550S2828-HBI-A75B05-36608,"OT99-921XQ 0,20 ALU/G",UA0007378,"0,20x838x941, 2,8/2,8 TH550","M-838-941,7-200TH550S2828-HBI",fff005881,СКРОЛЛ,917x813,1500.0,99-С-2 A,ALU/G,28S30WB-1,PL1014-59,,,"L-838-941,7-200TH550S2828-HBI-A75B05",fff008335,48020030,C-838---200TH550S2828-HBI,fff008623,0.20-838-941.7-TH550-S2828-HBI
354,"0,18x896x795 BAO W/С",L-896-795-180TH550F5028-BAO-V14K05,"Can body 0,18 W/C",UA0007393,"0,18x896x795 2,8/5,0 TH550",T-896-795-180TH550F2850-BAO,UA0007394,ПРЯМ,770х869,1500.0,BIL-7 B,W/С,PL1019-34,818062,,,L-896-795-180TH550F5028-BAO-V14K05,UA0007393,49100556,C-896-----180TH550F2850-BAO,UA0006311,0.18-896-795-TH550-F2850-BAO
355,"0,18x850x942 HEN BLANK",T-850-942-180TH435S2828-HEN BLANK,,UA0007366,"0,18x850x942 2,8/2,8 TH435",T-850-942-180TH435S2828-HEN BLANK,UA0007366,ПРЯМ,917х813,1500.0,,,,,,,,,,C-850----180TH435S2828-HEN,UA0007361,0.18-850-942-TH435-S2828-HEN
356,"0,17x860x795 USK BLANK",T-860-795-170TH550F2828-USK BLANK,,UA0007557,"0,17x860x795 2,8/2,8 TH550",T-860-795-170TH550F2828-USK BLANK,UA0007557,ПРЯМ,770х834,1100.0,,,,,,,,,40204798,C-860----170TH550F2828-USK,UA0006188,0.17-860-795-TH550-F2828-USK
357,OT062-20EK05 BAO,OT062-20EK05-975HP-170TH435S2828-BAO-144000,OT062-20EK05 TEST,UA0007607,"0,17x954x848 2,8/2,8 TH435",M-954-848-170TH435S2828-BAO,UA0006777,СКРОЛЛ,830x917,1500.0,62-4 A,20EK05,PL1019-64,819059,816733,,L-954-848-170TH435S2828-BAO-20EK05  ,  UA0007608,48019811,C-954----170TH435S2828-BAO,UA0006309,0.17-954-848-TH435-S2828-BAO
358,"OT062-15VK05 0,15 USK",OT062-15VK05-975HP-150TH520S2828-USK-144000,"OT62_0,15 TEST",UA0007613,"0,15x954x848 2,8/2,8 TH520",M-954-848-150TH520S2828-USK,UA0007611,СКРОЛЛ,830x917,1500.0,62-3 C,W/C 15V,PL1019-34,DE4488-3LV,,,L-954-848-150TH520S2828-USK-15VK05,UA0007612,48020956,C-954----150TH520S2828-USK,UA0007373,0.15-954-848-TH520-S2828-USK
359,"0,17х922х868 BAO BLANK",M-922-868-170TH580S2828-BAO BLANK,ОТ70,UA0007639,"0,17x922x868 2,8/2,8 TH580",M-922-868-170TH580S2828-BAO BLANK,UA0007639,СКРОЛЛ,884х850,1500.0,,G/C,PL1019-34,816361,,,,,40201181,C-922----170TH580S2828- BAO   ,UA0006308,0.17-922-868-TH580-S2828-BAO
360,"OT070-21EK05 0,16 HBI",OT070-21EK05-993DE-160TH520F2020-HBI-90300,OT70 21EK05,UA0006915,"0,16x922x868 2,0/2,0 TH520",M-922-868-160TH520F2020-HBI   ,UA0007317,СКРОЛЛ,884х850,1500.0,70-6 D,W/C 21Е,PL1019-34,DE4488-3LV,DE5449-4,,L-922-868-160TH520F2020-HBI-21EK05,UA0006917,48019737,C-922----160TH520F2020-HBI   ,UA0007003,0.16-922-868-TH520-F2020-HBI
361,"OT96 ALU/C 0,18 USK auto",OT096-A07K05-ARGO-180TH550S2828-USK-38850,"OT96 ALU/C 0,18",UA0006919,"0,18x808x908 2,8/2,8 TH550",M-808-908-180TH550S2828-USK,UA0006922,СКРОЛЛ,900х771,1600.0,96-1 B,ALU/C,28S30WB-1,PL1019-34,,,L-808-908-180TH550S2828-USK-A07K05,UA0006920,48019759,C-808-----180TH550S2828-USK,UA0006187,0.18-808-908-TH550-S2828-USK
362,"OT96 ALU/C 0,18 HBI auto",OT096-A07K05-ARGO-180TH550S2828-HBI-38850,"OT96 ALU/C 0,18",UA0006918,"0,18x808x908 2,8/2,8 TH550",M-808-908-180TH550S2828-HBI,ффф011084,СКРОЛЛ,900х771,1600.0,96-1 B,ALU/C,28S30WB-1,PL1019-34,,,L-808-908-180TH550S2828-HBI-A07K05,UA0006921,48019759,C-808-----180TH550S2828-HBI,fff011064,0.18-808-908-TH550-S2828-HBI
363,OT153-20EB05 BAO TEST,OT153-20EB05-727LW-270TH435F5628-BAO-12800,OT153 TEST,UA0007868,"0,27x950x876 5,6/2,8 TH435 ",M-950-876-270TH435F5628-BAO,UA0006826,СКРОЛЛ,920х935,1100.0,153-5 A,W/G,816944,819059,816733,,L-950-876-270TH435F5628-BAO-20EB05 MET,UA0007869,48019474,C-950----270TH435F5628-BAO,UA0006315,0.27-950-876-TH435-F5628-BAO
364,"0,18x877x843 USK BLANK",T-877-843-180TS275S2828-USK BLANK,,UA0007875,"0,18x877x843 2,8/2,8 TS275",T-877-843-180TS275S2828-USK BLANK,UA0007875,ПРЯМ,,,,,,,,,,,40203363,C-877----180TS275S2828-USK,fff010346,0.18-877-843-TS275-S2828-USK
365,"0,14x918x925 USK 21EK05",L-918-925-140TS550S2828-USK-21EK05,73/70x47 W/K,UA0006414,"0,14x918x925 2,8/2,8 TS550",T-918-925-140TS550S2828-USK  ,UA0005169,ПРЯМ,900x893,1500.0,BUF-10 A,21EK05,PL1019-34,DE4488-3LV,DE5449-4,,L-918-925-140TS550S2828-USK-21EK05,UA0006414,41211448,C-918----140TS550S2828-USK,UA0004365,0.14-918-925-TS550-S2828-USK
366,"0,14x913x766 USK 09AK05",L-913-766-140TS480F2020-USK-09AK05,Draw can 73x30,UA0007949,"0,14x913x766 2,0/2,0 TS480",M-913-766-140TS480S2020-USK,UA0002843,СКРОЛЛ,770х869,1500.0,BUF-16A,ALU/C,PL1019-34,816718,,,L-913-766-140TS480F2020-USK-09AK05,UA0007949,41213359,C-913----140TS480S2020-USK,UA0002740,0.14-913-766-TS480-S2020-USK
367,"0,17х922х868 USK TH550 BLANK",M-922-868-170TH550F2828-USK BLANK,OT70,UA0008115,"0,17x922x868 2,8/2,8 TH550",M-922-868-170TH550F2828-USK BLANK,UA0008115,СКРОЛЛ,884х850,1500.0,---,---,---,---,---,---,---,---,40301936,C-922----170TH550F2828-USK,UA0008106,0.17-922-868-TH550-F2828-USK
368,OT062-ELQ0830A9A BAO,OT062-ELQ0830A9A-10DB05-975HP-170TH435S2828-BAO-144000,OT62,UA0008467,"0,17x954x848 2,8/2,8 TH435",M-954-848-170TH435S2828-BAO,UA0006777,СКРОЛЛ,830x917,1500.0,62-2 A,G/G,PL1014-59,816361,816361,,L-954-848-170TH435S2828-BAO-10DB05,UA0008470,48013484,C-954----170TH435S2828-BAO,UA0006309,0.17-954-848-TH435-S2828-BAO
369,"0,19х895х901  G/G ","Жерсть  0,19х895х901  G/G ",,,"Жерсть  0,19х895х901  G/G ","Жерсть  0,19х895х901  G/G ",,,,,,G/G,,,,,"Жерсть  0,19х895х901  G/G ",,,,,
370,"0,27x950x780 BAO BLANK",T-950-780-270TH435F5628-BAO BLANK,,UA0008471,"0,27x950x876 5,6/2,8 TH435 ",T-950-780-270TH435F5628-BAO BLANK,UA0008471,ПРЯМ,A,1200.0,---,---,---,---,---,---,---,---,40201215,C-950----270TH435F5628-BAO,UA0006315,0.27-950-780-TH435-F5628-BAO
371,"0,16x942x790 -/G","Жерсть 0,16x942x790 ALU/G ","Жерсть 0,16x942x790 -/G ",,"Жерсть 0,16x942x790 ","Жерсть 0,16x942x790 -/G ",,,,,B05,/G,,,,,"Жерсть 0,16x942x790 -/G ",,,,,
372,"0,18x860x873 RAS BLANK",M-860-873-180TH550F2820-RAS BLANK,OT80,UA0008803,"0,18x860x873 2,8/2,0 TH550",M-860-873-180TH550F2820-RAS BLANK,UA0008803,СКРОЛЛ,903х844,1500.0,---,---,---,,,,---,---,40301066,C-860----180TH550F2028-RAS,UA0006345,0.18-860-873-TH550-F2820-RAS
373,OT062-ELQ6216A3A BAO,OT062-ELQ6216A3A-15VK05-975HP-160TH520S2828-BAO-144000,OT62,UA0008970 ,"0,16x954x848 2,8/2,8 TH520",M-954-848-160TH520S2828-BAO,UA0008973,СКРОЛЛ,830x917,1500.0,62-3 B,W/C 15V,PL1019-34,DE4488-3LV,,,L-954-848-160TH520S2828-BAO-15VK05,UA0008971,48014298,C-954----160TH520S2828-BAO,UA0008016,0.16-954-848-TH520-S2828-BAO
374,"OT96 ALU/C 0,18 BAO auto",OT096-A07K05-ARGO-180TH550S2828-BAO-38850,"OT96 ALU/C 0,18",UA0008980,"0,18x808x908 2,8/2,8 TH550",M-808-908-180TH550S2828-BAO,UA0008982,СКРОЛЛ,900х771,1600.0,96-1 B,ALU/C,28S30WB-1,PL1019-34,,,L-808-908-180TH550S2828-BAO-A07K05,UA0008981,48019759,C-808----180TH550S2828-BAO,UA0008019,0.18-808-908-TH550-S2828-BAO
375,OT70-20EK05 PFAS free TEST,OT070-20EK05-993DE-170TH580S2828-BAO-90300,OT70 PFAS free TEST,UA0008975,"0,17x922x868 2,8/2,8 TH580",M-922-868-170TH580S2828-BAO  ,UA0006861,СКРОЛЛ,884х850,1500.0,70-9 A,20EK05,,,,,L-922-868-170TH580S2828-BAO-20EK05,UA0008974  ,48020479,C-922----170TH580S2828- BAO   ,UA0006308,0.17-922-868-TH580-S2828-BAO
376,OT070-ELQ7013A4A BAO,OT070-ELQ7013A4A-07CK05-993DE-160TH520F2020-BAO-90300,OT070-ELQ7013A4A,UA0009041 ,"0,16x922x868 2,0/2,0 TH520",M-922-868-160TH520F2020-BAO,UA0009043,СКРОЛЛ,884х850,1500.0,70-3 D,G/C ,PL1019-34,816361,,, L-922-868-160TH520F2020-BAO-07CK05,UA0009042,48019739,C-922----160TH520F2020-BAO,UA0008018  ,0.16-922-868-TH520-F2020-BAO
377,"0,155x821x926 BAO BLANK",T-821-926-155TH550F2828-BAO BLANK,Can body  BLANK,UA0008381,"0,155x821x926 2,8/2,8 TH550",T-821-926-155TH550F2828-BAO BLANK,UA0008381,ПРЯМ,917х813/900x771,1600.0,,,,,,,,,40204703,C-821----155TH550F2828-BAO,UA0008021,0.155-821-926-TH550-F2828-BAO
378,"0,17x922x868 DON BLANK",M-922-868-170TH580FECCS-DON BLANK,OT70,UA0009140,"0,17x922x868 ECCS TH580",M-922-868-170TH580FECCS-DON BLANK,UA0009140,СКРОЛЛ,884х850,1500.0,,,,,,,,,40301936,C-950----170TH580FECCS-DON,UA0008996,0.17-922-868-TH580-FECCS-DON
379,"OT70-21EK05 0,16 BAO",OT070-21EK05-993DE-160TH520F2020-BAO-90300,OT70 W/K,UA0009273,"0,16x922x868 2,0/2,0 TH520",M-922-868-160TH520F2020-BAO,UA0009043,СКРОЛЛ,884х850,1500.0,70-6 D,21EK05,PL1019-34,DE4488-3LV,DE5449-4,,L-922-868-160TH520F2020-BAO-21EK05,UA0009278,48019737,C-922----160TH520F2020-BAO,UA0008018,0.16-922-868-TH520-F2020-BAO
380,"0,18x877x795 USK BLANK",T-877-795-180TS275S2828-USK BLANK,,UA0009404,"0,18x877x795 2,8/2,8 TS275",T-877-795-180TS275S2828-USK BLANK,UA0009404,ПРЯМ,770x835,1500.0,,,,,,,,,40203539,C-877----180TS275S2828-USK,fff010346,0.18-877-795-TS275-S2828-USK
381,"0,17x838x942 USK BUF",T-838-942-170TH550F2820-USK,"99/96x48,5 BLANK",UA0005450,"0,17x838x942 2,0/2,8 TH550",T-838-942-170TH550F2820-USK,UA0005450,ПРЯМ,917х813,1500.0,,,,,,,,,40301630,C-838-----170TH550F2820-USK,UA0005353,0.17-838-942-TH550-F2820-USK
382,"0,155x821x926 HBI BLANK",T-821-926-155TH550F2828-HBI BLANK,Can body  BLANK,UA0009579,"0,155x821x926 2,8/2,8 TH550",T-821-926-155TH550F2828-HBI BLANK,UA0009579,ПРЯМ,917х813/900x771,1600.0,,,,,,,,,40204703,C-821----155TH550F2828-HBI,UA0008888,0.155-821-926-TH550-F2828-HBI
383," OT062-21EK05 0,16 BAO", OT062-21EK05-975HP-160TH520S2828-BAO-144000,OT62,UA0009571,"0,16x954x848 2,8/2,8 TH520",M-954-848-160TH520S2828-BAO,UA0008973,СКРОЛЛ,830x917,1500.0,62-1 B,21EK05,PL1019-34,DE4488-3LV,DE5449-4,, L-954-848-160TH520S2828-BAO-21EK05,UA0009594,48020266,C-954----160TH520S2828-BAO,UA0008016,0.16-954-848-TH520-S2828-BAO
384,"0,18x860x873 BAO W/C",L-860-873-180TH550F2820-BAO-V14K06,OT80 W/C,UA0009632,"0,18x860x873 2,0/2,8 TH550",M-860-873-180TH550F2820-BAO BLANK ,UA0006903,СКРОЛЛ,903х844,1500.0,BIL-1,W/С,PL1019-34,818062,,,L-860-873-180TH550F2820-BAO-V14K06,UA0009632,41207359,C-860----180TH550F2820-BAO,UA0006310,0.18-860-873-TH550-F2820-BAO
385,"OT062-10DB05 0,16 BAO",OT062-10DB05-975HP-160TH520S2828-BAO-144000,OT62,UA0009678,"0,16x954x848 2,8/2,8 TH520",M-954-848-160TH520S2828-BAO,UA0008973,СКРОЛЛ,830x917,1500.0,62-2 B,10DB05,,,,,L-954-848-160TH520S2828-BAO-10DB05,UA0009679,48020293,C-954----160TH520S2828-BAO,UA0008016,0.16-954-848-TH520-S2828-BAO
386,"0,14x920x778 RAS 21EK05",L-920-778-140TS340S2828-RAS-21EК05,,UA0009727,"0,14x920x778 2,8/2,8 TS340",M-920-778-140TS340S2828-RAS,UA0006247,СКРОЛЛ,818х895,1600.0,BUF-17 A,21EK05,PL1019-34,DE4488-2HV,DE5449-4,,L-920-778-140TS340S2828-RAS-21EК05,UA0009727,41200188,C-920----140TS340S2828-RAS,UA0006189,0.14-920-778-TS340-S2828-RAS
387,"0,20x838x941,7 BAO BLANK","M-838-941,7-200TH550S2828-BAO BLANK",,UA0009755,"0,20x838x941, 2,8/2,8 TH550","M-838-941,7-200TH550S2828-BAO BLANK",UA0009755,СКРОЛЛ,917x813,1500.0,,,,,,,,,,C-838----200TH550S2828-BAO,UA0008020,0.20-838-941.7-TH550-S2828-BAO
388,"OT099 Alu/G 0,20 BAO",OT099-921XQ-200TH550S2828-BAO-A75B05-36608,OT99,UA0009756,"0,20x838x941, 2,8/2,8 TH550","M-838-941,7-200TH550S2828-BAO BLANK",UA0009755,СКРОЛЛ,917x813,1500.0,99-C-2 A,ALU/G,28S30WB-1,PL1014-59,,,"L-838-941,7-200TH550S2828-BAO-A75B05",UA0009757,48020030,C-838----200TH550S2828-BAO,UA0008020,0.20-838-941.7-TH550-S2828-BAO
389,"0,16x920x778 G/G","Жерсть 0,16x920x778 G/G","Жерсть 0,16x920x778 G/G",,"Жерсть 0,16x920x778","Жерсть 0,16x920x778 G/G",,,,,08CB05,G/G,PL1014-59,816361,,,"Жерсть 0,16x920x778 G/G",,,,,
390,"0,20x838x941,7 ALU/G","Жерсть 0,20x838x941,7 ALU/G","Жерсть 0,20x838x941,7 ALU/G",,"Жерсть 0,20x838x941,7 ","Жерсть 0,20x838x941,7 ALU/G",,,,,A75B05,ALU/G,28S30WB-1,PL1014-59,,,"Жерсть 0,20x838x941,7 ALU/G",,,,,
391,"0,14x920x778 RAS BLANK",M-920-778-140TS340S2828-RAS BLANK,,UA0009027,"0,14x920x778 2,8/2,8 TS340",M-920-778-140TS340S2828-RAS BLANK,UA0009027,СКРОЛЛ,818х895,1600.0,,,,,,,,,40204362,C-920----140TS340S2828-RAS,UA0006189,0.14-920-778-TS340-S2828-RAS
392,OT070-ELQ7022A6A BAO,OT070-ELQ7022A6A-W14K05-993DE-170TH580S2828-BAO-90300,OT070-ELQ7022A6A ,UA0009894,"0,17x922x868 2,8/2,8 TH580",M-922-868-170TH580S2828-BAO  ,UA0006861,СКРОЛЛ,884х850,1500.0,70-5 A,2W/C,PL1019-34,818062,818062,,L-922-868-170TH580S2828-BAO-W14K05,UA0009895,48015775,C-922----170TH580S2828- BAO   ,UA0006308,0.17-922-868-TH580-S2828-BAO
393,OT070-ELQ7013A4A USK,OT070-ELQ7013A4A-07CK05-993DE-160TH520F2020-USK-90300,OT070-ELQ7013A4A,UA0009995,"0,16x922x868 2,0/2,0 TH520",M-922-868-160TH520F2020-USK,UA0009897,СКРОЛЛ,884х850,1500.0,70-3 D,G/C ,PL1019-34,816361,,,L-922-868-160TH520F2020-USK-07CK05,UA0009898,48019739,C-922----160TH520F2020-USK,UA0008889,0.16-922-868-TH520-F2020-USK
394,"0,14x913x766 RAS A08",L-913-766-140TS340F2020-RAS-А08К05,Draw can 73x30,UA0009924,"0,14x913x766 2,0/2,0 TS340",M-913-766-140TS340F2020-RAS,UA0009923,СКРОЛЛ,770х869,1500.0,BUF-1 B,ALU/C,28S30WB-1,PL1019-34,,,L-913-766-140TS340F2020-RAS-А08К05,UA0009924,41206392,C-913----140TS340F2020-RAS,UA0009856 ,0.14-913-766-TS340-F2020-RAS
395,OT062-ELQ6216A3A RAS,OT062-ELQ6216A3A-15VK05-975HP-160TH520S2828-RAS-144000,OT62,UA0009997,"0,16x954x848 2,8/2,8 TH520",M-954-848-160TH520S2828-RAS,UA0009999,СКРОЛЛ,830x917,1500.0,62-3 B,W/C 15V,PL1019-34,DE4488-3LV,,,L-954-848-160TH520S2828-RAS-15VK05,UA0009998,48014298,C-954----160TH520S2828-RAS,UA0009915,0.16-954-848-TH520-S2828-RAS
396," OT062-21EK05 0,16 USK",OT062-21EK05-975HP-160TH520S2828-USK-144000,OT62,UA0008323,"0,16x954x848 2,8/2,8 TH520",M-954-848-160TH520S2828-USK,UA0006856,СКРОЛЛ,830x917,1500.0,62-1 B,21EK05,PL1019-34,DE4488-3LV,DE5449-4,,L-954-848-160TH520S2828-USK-21EK05,UA0008324,48020266,C-954----160TH520S2828-USK,UA0006845,0.16-954-848-TH520-S2828-USK
397," OT062-20EK05 0,16 USK",OT062-20EK05-975HP-160TH520S2828-USK-144000,OT62,UA0010046,"0,16x954x848 2,8/2,8 TH520",M-954-848-160TH520S2828-USK,UA0006856,СКРОЛЛ,830x917,1500.0,62-4 B,20EK05,PL1019-64,819059,816733,,L-954-848-160TH520S2828-USK-20EK05,UA0010049,48020292,C-954----160TH520S2828-USK,UA0006845,0.16-954-848-TH520-S2828-USK
398,"0,155x821x926 USK BLANK",T-821-926-155TH550F2828-USK BLANK,Can body  BLANK,UA0010050,"0,155x821x926 2,8/2,8 TH550",T-821-926-155TH550F2828-USK BLANK,UA0010050,ПРЯМ,917х813/900x771,1600.0,,,,,,,,,40204703,C-821----155TH550F2828-USK,UA0010045,0.155-821-926-TH550-F2828-USK
399,"0,17x860x873 BAO BLANK",M-860-873-170TH550F2828-BAO BLANK,,UA0009860,"0,17x860x873 2,8/2,8 TH550",M-860-873-170TH550F2828-BAO BLANK,UA0009860,СКРОЛЛ,903х844,1500.0,,,,,,,,,,C-896-----170TH550F2828-BAO,UA0006307,0.17-860-873-TH550-F2828-BAO
400,"0,17x874x795 USK BLANK",T-874-795-170TH550S2828-USK BLANK,,UA0010077,"0,17x874x795 2,8/2,8 TH550",T-874-795-170TH550S2828-USK BLANK,UA0010077,ПРЯМ,,1600.0,,,,,,,,,,C-874----170TS550S2828-USK,UA0009946,0.17-874-795-TH550-S2828-USK
401,"0,14x918x925 USK IMP W/K",L-918-925-140TS550S2828-USK-21EK05,73/70x47 W/K,UA0006414,"0,14x918x925 2,8/2,8 TS550",T-918-925-140TS550S2828-USK-IMP,UA0005564,ПРЯМ,,,BUF-10 A,21EK05,PL1019-34,DE4488-3LV,DE5449-4,,L-918-925-140TS550S2828-USK-21EK05,UA0006414,41211448,,,0.14-918-925-TS550-S2828-USK
402,"OT096-21EK05 2,8/2,8 BAO",OT096-21EK05-ARGO-200TH550S2828-BAO-38850,OT96 21EK05,UA0010264 ,"0,20x808x908 2,8/2,8 TH550",M-808-908-200TH550S2828-BAO,UA0007137,СКРОЛЛ,900х771,1600.0,96-10 B,21EK05,PL1019-34,DE4488-3LV,DE5449-4,,L-808-908-200TH550S2828-BAO-21EK05,UA0010268,48018777,C-808----200TH550S2828-BAO,UA0006314,0.20-808-908-TH550-S2828-BAO
403,OT070-08CB05 MET BAO,OT070-08CB05-993DE-170TH580S2828-BAO-90300,OT070-08CB05  MET,UA0010327,"0,17x922x868 2,8/2,8 TH580",M-922-868-170TH580S2828-BAO  ,UA0006861,СКРОЛЛ,884х850,1500.0,70-10 A,08CB05,816944,816361,,,L-922-868-170TH580S2828-BAO-08CB05 MET,UA0010325,48021089,C-922----170TH580S2828- BAO   ,UA0006308,0.17-922-868-TH580-S2828-BAO
404,"0,18x877x870 USK A08K05",L-877-870-180TS275S2828-USK-A08K05,,UA0010360,"0,18x877x870 2,8/2,8 TS275",T-877-870-180TS275S2828-USK,UA0010362,ПРЯМ,16/E,1500.0,BUF-18 A,A08K05,28S30WB-1,PL1019-34,,,L-877-870-180TS275S2828-USK-A08K05,UA0010360,41206440,C-877----180TS275S2828-USK,fff010346,0.18-877-870-TS275-S2828-USK
405,OT99-21EK05 BAO 203XQ ,OT099-203XQ-200TH550S2828-BAO-21EK05-40425,OT99 203XQ,UA0010407,"0,20x838x941, 2,8/2,8 TH550","M-838-941,7-200TH550S2828-BAO",UA0010409,СКРОЛЛ,820х942,1500.0,99-C-7 A,21EK05,PL1019-34,DE4488-3LV,DE5449-4,,"L-838-941,7-200TH550S2828-BAO-21EK05",UA0010406,48019920,C-838----200TH550S2828-BAO,UA0008020,0.20-838-941.7-TH550-S2828-BAO
406,"0,17x902x942 HBI BLANK",T-902-942-170TS550F2828-HBI BLANK,,UA0008379,"0,17x902x942 2,8/2,8 TS550",T-902-942-170TS550F2828-HBI BLANK,UA0008379,ПРЯМ,932х870,1500.0,,,,,,,,,,C-902-----170TS550F2828-HBI,UA0008378,0.17-902-942-TS550-F2828-HBI
407,OT96-15VK05 BAO,OT096-15VK05-ARGO-200TH550S2828-BAO-38850,OT96 15VK05,UA0010594,"0,20x808x908 2,8/2,8 TH550",M-808-908-200TH550S2828-BAO,UA0007137,СКРОЛЛ,900х771,1600.0,96-8 A,15VK05,PL1019-34,DE4488-3LV,,,L-808-908-200TH550S2828-BAO-15VK05,UA0010595,48019174,C-808----200TH550S2828-BAO,UA0006314,0.20-808-908-TH550-S2828-BAO
408,"0,14x975x925 USSK",T-975-925-140TS550S2828-USK,T-975-925-140TS550S2828-USK,UA0002572,"0,14x975x925 2,8/2,8 TS550",T-975-925-140TS550S2828-USK,UA0002572,ПРЯМ,900 х 950,1500.0,,,,,,,,,,C-975----140TS550S2828-USK,UA0002564,0.14-975-925-TS550-S2828-USK
409,"0,18x850x942 BAO BLANK",T-850-942-180TH435S2828-BAO BLANK,,UA0008382,"0,18x850x942 2,8/2,8 TH435",T-850-942-180TH435S2828-BAO BLANK,UA0008382,ПРЯМ,917х813,1500.0,,,,,,,,,40303574,C-850----180TH435S2828-BAO,UA0008022,0.18-850-942-TH435-S2828-BAO
410,"0,14x913x766 RAS 21E",L-913-766-140TS340F2020-RAS-21EK05,Draw can 73x30,UA0010720,"0,14x913x766 2,0/2,0 TS340",M-913-766-140TS340F2020-RAS,UA0009923,СКРОЛЛ,770х869,1500.0,BUF-2,21EK05,PL1019-34,DE4488-2HV,DE5449-4,,L-913-766-140TS340F2020-RAS-21EK05,UA0010720,41211376,C-913----140TS340F2020-RAS,UA0009856 ,0.14-913-766-TS340-F2020-RAS
411,"0,14x975x925 W/K RAS",L-975-925-140TS550S2828-RAS-21EK05,73/70x57 W/K,UA0010804,"0,14x975x925 2,8/2,8 TS550",T-975-925-140TS550S2828-RAS,UA0001793,ПРЯМ,900 х 950,1500.0,BUF-12 A,21EK05,PL1019-34,DE4488-2HV,DE5449-4,,L-975-925-140TS550S2828-RAS-21EK05,UA0010804,41212043,C-975----140TS550S2828-RAS,UA0001774,0.14-975-925-TS550-S2828-RAS
412,"0,18x896x795 А07В05",L-896-795-180TH550F5028-HBI-A07B05,"Жерсть 0,18x896x795 ALU/G ",,"Жерсть 0,18x896x795 ","Жерсть 0,18x896x795 ALU/G ",,,,,,A07B05,28S30WB-1,PL1014-59,,,L-896-795-180TH550F5028-HBI-A07B05,,,,,
413,"0,17x896x795 А07В05",L-896-795-170TH550F5028-HBI-A07B05,"Жерсть 0,18x896x795 ALU/G ",,"Жерсть 0,17x896x795 ","Жерсть 0,17x896x795 ALU/G ",,,,,,A07B05,28S30WB-1,PL1014-59,,,L-896-795-170TH550F5028-HBI-A07B05,,,,,
414,"0,18x860x873 А07В05",L-860-873-180TH550F2820-HBI-A07B05 ,"Жерсть 0,18x860x873 ALU/G",,"Жерсть 0,18x860x873 ","Жерсть 0,18x860x873 ALU/G",,,,,,A07B05,28S30WB-1,PL1014-59,,,L-860-873-180TH550F2820-HBI-A07B05 ,,,,,
415,"0,17x959x901 A07B05",L-959-901-170TH550F2828-HBI-A07B05,"OT73 0,17 ALU/G",fff011156,"0,17x959x901 2,8/2,8 TH550",M-959-901-170TH550F2828-HBI,fff011150,СКРОЛЛ,920х935,1500.0,№86,ALU/G,,,,,L-959-901-170TH550F2828-HBI-A07B05,fff011156, ,C-959---170TH550F2828-HBI,fff011067,0.17-959-901-TH550-F2828-HBI
